"Title","Company","Location","Salary","Summary","Link"
"","","","","Experience: 3+ Years, (Post: 2) Sr Software Developer North Attleborough, MA  Nextbits Inc is recruiting Software Developer to join our fast growing development team. We are looking for dynamic individuals who want to be part of a successful young team with an enviable track record in web technologies. The successful applicants will have the opportunity to make a significant contribution to our continued growth, and to influence the future direction of our web technologies projects. Candidate must be proficient with HTML, CSS, JavaScript, PHP. Should be able to work in a team, able to analyze client requirement and develop a development approach and testing approach and coordinate with team members to achieve business needs.Education: Bachelor degree in Computer Science or Computer Engineering or Computer Information Systems or Software Engineering or a similar degree.","https://www.indeed.com/rc/clk?jk=3cdeacd3e86d75a1&bb=UVWez1k2JDZc49gaGQ5N_02anfEh4vqWCV1XyCIlImt1BzpUutIyRoqTixQGJu8-ARU9elGV7vyDKyyR1fshx7ekmUtW1-SOioh52fHz18HHAEU528ckkGQbiKxUrnD2XZbOK1LsdqQ_wOnZZUV_Uw%3D%3D&xkcb=SoDt67M3uH6n8AXqc50BbzkdCdPP&fccid=7a3288963c5553b8&vjs=3"
"","","","","Company Description  AG Technologies was founded as a software solutions company in 2008 & has its corporate headquarters at Chesterfield, Missouri with branches within the US and India. Over the years the organization has expanded into various market segments & activities including 'Consultancy services' of technical personnel in large and multi-national organizations. Over the last five years, our client base of Fortune 100 companies has expanded dramatically  Job Description  Skills :C++,SQL,Oracle  Qualifications  Master of Computer Science /MIS/ECE/EE  Additional Information  Further Information please contact to 214-295-4212","https://www.indeed.com/rc/clk?jk=8b9d413afb9435c0&bb=UVWez1k2JDZc49gaGQ5N_yPtBOGOgzUTmfcZuvcNtgquUzj7QiO6eGyDRzXocAgO21U05uIufDHXtDLDl_iuc9R2EoytxNEWOr656KWOZ3-Yd1UwLCc8r85z0HhF2UG28ZOljBtAQ_g-pvuIeXcXtw%3D%3D&xkcb=SoBZ67M3uH6n8AXqc50AbzkdCdPP&fccid=3d8f40897a299d79&vjs=3"
"","","","","Seeking candidate with Master’s degree in Computer Science, Engineering, IT or related field and two (2) years software development experience required. Alternatively, would accept a Bachelor’s degree in Computer Science, Engineering, IT or related field and (5) five years software development experience required. Travel and relocation, as required.  Mail CV to Attn: HR/Job #0216, Taproot Solutions, Inc., 317 Ranch Road 620 South, Ste 302F, Austin, TX 78734  Please send your resumes to info@taproot-solutions.com","https://www.indeed.com/rc/clk?jk=e036f7605e82376e&bb=UVWez1k2JDZc49gaGQ5N_94juIDmXRYPBtXyjHgCTVwXn6KWeA32fHgvL-vFe4h2Wnm1wmcwB_Bx4eL7Hzu2KDOzQ5CPJpVYjXHIFcsLTdoK7_fxS4GXOrLHdL5D6ror45Iy433XRQj2pxZpBOzJ6Q%3D%3D&xkcb=SoDX67M3uH6n8AXqc50HbzkdCdPP&fccid=fddca8c3afd8807f&vjs=3"
"","","","","Job Details Description Sunrise Futures is looking to hire a highly talented Software Developer to join our technology team. The Role: Working collaboratively with the technology and business teams on our trading and research platforms Designing and implementing high-quality software solutions used for algorithmic trading, exchange connectivity, and research Exploring and working with industry-leading software and hardware Learning from industry experts in the fields of technology and finance Working on challenging and dynamic problems in a team atmosphere The Requirements: Bachelor’s Degree in Computer Science or an equivalent field Programming skills and understanding of general programming concepts such as OOP and data structures C++ experience is a plus but not required Problem solvers who are driven, self-motivated, and 'outside of the box' thinkers Motivated, dependable, and responsible team players Excellent written and verbal communication skills The Company: At Sunrise Futures, we bring science to trading. We have built a perfect combination of an algorithmic trading engine, a scientific research laboratory, and a technology venture. We harness the combined power of our industry-leading research platform, cutting-edge technology, and highly talented team to produce algorithmic trading strategies in markets all around the globe. By putting a tremendous emphasis on scientific trading, we have had a growing profit stream ever since our inception. Sunrise Futures is a mix of computer scientists, physicists, engineers, and mathematicians – but in a nutshell – we are all problem solvers. At Sunrise we strive to maintain a highly collaborative and productive environment. By selecting only individuals who we truly believe are a good match for the firm and vice versa, we have built an exceptional team and workplace where everyone can thrive, learn and excel to their maximum potential. The Benefits: Paid time off and sick leave Fully covered medical and dental insurance premiums Generous 401(k) match Daily catered lunches plus fully stocked kitchens with snacks Free gym membership Flexible spending accounts RTA commuter plan Life insurance Short-term disability coverage Tuition reimbursement program Frequent company events, happy hours, and more!","https://www.indeed.com/rc/clk?jk=7da002b5119544dc&bb=UVWez1k2JDZc49gaGQ5N_5kqtmZS7fTBYV4qiGhyEKeCQwd5Mtpzsnxj37NQVvS0lzBnXH4ob7SVBZy-1pXDFtcuAGVIbMt4fjc_mRc6CROMxi34wzouLzAwytIy_Qr9jcrBysh2W_zvlK_7zgW7bA%3D%3D&xkcb=SoBj67M3uH6n8AXqc50GbzkdCdPP&fccid=8b433c2f94762984&vjs=3"
"","","","","Software Engineer At Aletheia Digital, we are guided by three core tenets: Make it Work For The Client, Provide Exceptional Customer Service, & Form Authentic Relationships. We are grounded in an “others first” mindset. That means we are driven to deliver results for our team members and clients; we serve others the way they want to be served; and we invest in building connections through relationship each and every day. We are deeply influenced by the entrepreneurial spirit. Our team members are problem solvers by nature, looking for solutions and new ideas rather than having those solutions and ideas given to them. We learn from each other, challenge each other, and celebrate each other when we succeed. As a Software Engineer with Aletheia Digital, you will embody this philosophy by continuing to develop and maintain software applications and partnering with your team members to ensure the work we do meets and exceeds expectations. As a Software Engineer, the key responsibilities you’ll engage in daily are: KEY RESPONSIBILITIES Developing new software applications on both the front and back ends Maintaining, optimizing, and improving current software applications System and Software documentation Other duties as assigned As a Software Engineer, the desired or required experience we are looking for are: EDUCATION / EXPERIENCE Bachelor's degree or equivalent in Computer Science or related fields 3 years of Software Engineer experience preferred Coding Languages: JavaScript, HTML, CSS, and others Platforms: Google Cloud Platform, Amazon Web Services Lightsail / EC2, Duda, Supabase, GitHub Skills: APIs, Webhooks, UX and UI, Software Packages Exceptional people skills with a positive and cheerful disposition Must be extremely resourceful and able to make sound recommendations based on research and experience Must be a self-starter who sets priorities, approaches new tasks with positivity and strives to execute with a high level of self-confidence, accountability, poise, maturity and interpersonal skills Must be able to manage the demands of completing multiple tasks under deadline Must be a team player who is passionate about their contribution towards delivering great work At Aletheia Digital, we know our first customer is YOU! That is why we provide benefits that go beyond your paycheck. Creating a work environment that helps you maximize your potential is our commitment to our team members. To that end, as a Software Engineer with Aletheia Digital, you can expect the following additional benefits with your employment: BENEFITS Health Insurance Dental Insurance Vision Insurance Paid Time Off 401(k) Life Insurance Disability Insurance Job Type: Full-time Benefits: 401(k) Dental insurance Health insurance Life insurance Paid time off Vision insurance Schedule: 8 hour shift Monday to Friday Work Location: In person Columbus, GA Job Type: Full-time Pay: $80,000.00 - $100,000.00 per year Benefits: 401(k) AD&D insurance Dental insurance Disability insurance Health insurance Life insurance Paid holidays Paid time off Vision insurance Schedule: 8 hour shift Monday to Friday Work Location: In person","https://www.indeed.com/rc/clk?jk=340c549baa17fdde&bb=UVWez1k2JDZc49gaGQ5N_5roJvdeY1vMh0JvbKMljuOUweVaoEx65Dx65Zdv85EqokUteKQEwoPJHMYHFFoxRO9HUwkHebsjEac-HFJRzkoeHloSmmVMDMqyJsg0tDDuqnnrI55fwjXCbcWoL3Q3Jg%3D%3D&xkcb=SoD-67M3uH6n8AXqc50FbzkdCdPP&fccid=beaaaf311e6a010d&cmp=Aletheia-Digital&ti=Software+Engineer&vjs=3"
"","","","","Job Details Description Sunrise Futures is looking to hire a highly talented Software Developer to join our technology team. The Role: Working collaboratively with the technology and business teams on our trading and research platforms Designing and implementing high-quality software solutions used for algorithmic trading, exchange connectivity, and research Exploring and working with industry-leading software and hardware Learning from industry experts in the fields of technology and finance Working on challenging and dynamic problems in a team atmosphere The Requirements: Bachelor’s Degree in Computer Science or an equivalent field Programming skills and understanding of general programming concepts such as OOP and data structures C++ experience is a plus but not required Problem solvers who are driven, self-motivated, and 'outside of the box' thinkers Motivated, dependable, and responsible team players Excellent written and verbal communication skills The Company: At Sunrise Futures, we bring science to trading. We have built a perfect combination of an algorithmic trading engine, a scientific research laboratory, and a technology venture. We harness the combined power of our industry-leading research platform, cutting-edge technology, and highly talented team to produce algorithmic trading strategies in markets all around the globe. By putting a tremendous emphasis on scientific trading, we have had a growing profit stream ever since our inception. Sunrise Futures is a mix of computer scientists, physicists, engineers, and mathematicians – but in a nutshell – we are all problem solvers. At Sunrise we strive to maintain a highly collaborative and productive environment. By selecting only individuals who we truly believe are a good match for the firm and vice versa, we have built an exceptional team and workplace where everyone can thrive, learn and excel to their maximum potential. The Benefits: Paid time off and sick leave Fully covered medical and dental insurance premiums Generous 401(k) match Daily catered lunches plus fully stocked kitchens with snacks Free gym membership Flexible spending accounts RTA commuter plan Life insurance Short-term disability coverage Tuition reimbursement program Frequent company events, happy hours, and more!","https://www.indeed.com/rc/clk?jk=7da002b5119544dc&bb=3O82POBeUphUY5u-tecTQpjccfFy2VcteROzQw_gIfHyHon-Z9PGmR0Tjmn11Y82lkmQM_Xibp1U7e6BYWijSbAxTKOghYPFwMQodjkblOtn0dQoNWRmhDR-EaYLK3zJevhGMMiFWbyL_fWMD9KC_Q%3D%3D&xkcb=SoCm67M3uH6hX_XzUR0LbzkdCdPP&fccid=8b433c2f94762984&vjs=3"
"","","","","Founded in 2019 and headquartered in Pittsburgh, PA, Free Market Health supports forward-thinking payers and specialty pharmacies of all sizes who need to operate in a complex and opaque market. We empower all stakeholders to optimize resources and maximize opportunities while focusing on the most important stakeholder of all: the patient.  About the role As part of the Technology Services team at Free Market Health, the Software Engineer will be responsible for all aspects of application development. As part of a growing team in a fast-paced environment, we are looking for a Software Engineer that will contribute directly to key design and development decisions, who is focused on impeccable code, rigorous review, and who has an automation-first mindset. What you'll do  The specific responsibilities for this role include, but are not limited to:  Developing software for a new healthcare technology platform in a cloud-based microservices architecture Working with a small team to cross-functionally contribute to product design Creating scalable, automation-focused solutions Writing tests to ensure reliability and compatibility Adhering to modern secure coding standards inherent to working with sensitive healthcare data Developing front end interfaces focused on a clean, intuitive experience for end users. What we need from you Bachelor's Degree in IS, CS, Computer Engineering or similar Experience (academic or professional) developing software solutions in a modern application development environment One of the following is required: Demonstrable proficiency with Python and SQL Demonstrable proficiency with React Demonstrable code portfolio that is best practice-oriented Ability to work within a team and communicate effectively Nice to have: Healthcare technology experience Experience with both Python and JavaScript Experience in a cloud environment leveraging a container strategy","https://www.indeed.com/rc/clk?jk=e5f6c8d0ae243f06&bb=3O82POBeUphUY5u-tecTQgTqY0CgUTWuxUA9wilKja_pF-C6zZQOa8YUL8HnGDzfqN8NfiIXkD9zvRMGi73x4NxGq0R6vi2O5X-UVFr5-1d7uD17c4tEbBtrQWtCXE-KVcuHVPYtqqyIu5LEMFiEoA%3D%3D&xkcb=SoAS67M3uH6hX_XzUR0KbzkdCdPP&fccid=9bf88695f4681508&vjs=3"
"","","","","Think you have what it takes to be part of our Savvy squad? Open positions are listed below, please contact us at 866.303.2558 or email your resume to info@paymentsavvy.com. Our Management Team will be in touch to discuss position details and requirements.  SOFTWARE ENGINEER We are seeking a Software Engineer for a full-time position. An ideal candidate is someone with the ability to creatively push the limits of software engineering in new and exciting ways; thrives on learning, and can work alone and as part of a team. Strong attention to detail and excellent communication skills are highly desired.  Duties & Responsibilities Responsible for the programming of applications onto platforms as dictated by project needs Maintain a clean code base Work with supervisors and project leads to ensure timely milestone-based deliveries Collaborate with designers and project leads to ensure an amazing end user experience  Required Skills and Competencies Experience with custom payment gateway development BA/BS in Computer Science or equivalent MSSQL Experience Must have previous development experience Comprehensive understanding of Object Oriented programming languages Ability to work independently and in a team environment An eye for quality and design cleanliness in user interfaces Strong analytical skills, self-motivation, dedication, and discipline Desired Skills 3 years C#.Net Experience 3 years Python Experience Javascript and/or Unity Experience Experience developing applications or user interfaces for end users Experience in a diverse pool of programming technologies","https://www.indeed.com/rc/clk?jk=2cc1a952ce2874d7&bb=3O82POBeUphUY5u-tecTQrnsZIACjvo6hwFP_FuVFtwfu7iCZzTN1MUDY-I9ryGfLdhYj_zwVbcQF34g_-SGxMOSy_SOCuWdQvpb7WbnLfMI830EsB8z6KVn4fjTHyb3E7xfHN_-L6TzAeZesmyiMg%3D%3D&xkcb=SoCP67M3uH6hX_XzUR0JbzkdCdPP&fccid=1f5ea50aa04835b0&vjs=3"
"","","","","VIKTech is seeking a talented software development engineer to design and build customer facing cross-domain cloud services. The Cross Domain Services team provides solutions for customers to move data between AWS regions and accounts with differing security requirements.  As a Software Development Engineer on the Cross Domain Services team, you will:  Build new capabilities to help customers securely exchange data. Interact directly with AWS customers to understand how to best meet their needs. Directly contribute to designing and building cutting-edge distributed systems with visible impact on the efficiency and effectiveness of our customers. Be part of a world-class team in a fast-paced environment that has the entrepreneurial feel of a start-up. Be surrounded by people who are passionate about cloud computing and believe that world class service is critical to customer success. This position requires that the candidate selected be a US Citizen. The candidate selected must obtain and maintain a security clearance at the TS/SCI with polygraph level.  We are open to hiring candidates to work out of the following locations:  Columbia, MD, USA","https://www.indeed.com/rc/clk?jk=9fd8a3d99a626a9c&bb=3O82POBeUphUY5u-tecTQo48WcMkTTnxZStV6BBp4dM3JgtcMA22gSyVVN92eHjA9kdvPwAES-DfxdMYpHbjWIZ2AvfdraLIFe2vdcMyFymI5b3yUM-K8nYK2wV4GIQqgd63n9PiEENCue4t6wzvbg%3D%3D&xkcb=SoA767M3uH6hX_XzUR0IbzkdCdPP&fccid=e752d81fbc4f0ea0&vjs=3"
"","","","","Location: San Jose - Department: Engineering Responsibilities: Front and Back End (Full Stack) Development Fixing bugs, maintaining third party modules Coding and development of new CMS pages and/or Microsites API integrations and programmatic integrations Creating project related documentation Tracking the issues in a development cycle tracking system. Responsible for documenting and resolving program issues (bugs) and ensuring","https://www.indeed.com/rc/clk?jk=03616222f7fd152f&bb=3O82POBeUphUY5u-tecTQo_gqiwUwIWNMevmbZDzXSbmT1paqW769NXziGaVT7MO7CNM8HjbKbGnN-LB6RcBrNZQ4Y-Mq-P_3q52q-fpxb6P82u2VVCqTtJK31zp5Uwu8BGO9-C9_Bmo2sTgt8mupQ%3D%3D&xkcb=SoC167M3uH6hX_XzUR0PbzkdCdPP&fccid=1c61bef13fd67eea&vjs=3"
"","","","","Software Engineer  Job Description: Entry level position. Design and develop computer programs to solve various scientific and engineering problems. The problems are usually related to device control, machine vision, or data organization. Successful candidate will take (often under-specified) problem descriptions, figure out how to solve the problems, and create computer programs to implement the solutions, communicating with other team members as needed. This will often require knowledge of the theoretical foundations of computer science, including computer system and system software organization, the theoretical models for the representation and transformation of information structures, and knowledge of relevant mathematical and statistical sciences. At this level employee often refers problems not covered by instructions or guides to the supervisor or senior level for help or a decision. Required Education: Related Bachelor Degree or Equivalent Training Required Skills: Must have working knowledge of C++ or Java. Linux operation and knowledge of command-line based software development tools (such as subversion, make, gcc, vi, etc.). Communicate effectively with supervisor and team-mates. Additional preferred skills: STEM familiarity: basic physics (mechanics), basic electrical circuits (Ohm's law), comfortable working with linear algebra, statistics, trigonometry and calculus concepts. Library familiarity: OpenCV, OpenGL, Swing, JavaFX, boost, .NET, *nix system calls Additional tools: TensorFlow, Python, MATLAB, Microsoft Office, Visual Studio. Required Experience: At minimum 2 years of related experience required. Additional preferred experience: Any work experience writing computer programs, websites, or solving technical problems is a plus. Experience solving data science challenges, such as Kaggle, is a strong plus. Additional Requirements: This job requires you to be either a US Citizen or a US Permanent Resident, due to State Department Regulations regarding ITAR related programs. Job Location Ann Arbor, United States  Position Type Engineer","https://www.indeed.com/rc/clk?jk=72469d3a0b251314&bb=3O82POBeUphUY5u-tecTQkD0kM2oMIBOLeUcWwiYuFpuP-eabqprtnlJLjBRy_6eS4yZr0FoZR7GF8D7xbT6Y_jujoBfn_haK2yZG_VLmESMR2GdNsSG39zC5miBwUpm0mPSC6NhGLRShoqc-i5Nhg%3D%3D&xkcb=SoAB67M3uH6hX_XzUR0ObzkdCdPP&fccid=1ccf8419327ca5d0&vjs=3"
"","","","","We are looking for a passionate Software Engineer to design, develop and install software solutions. Software Engineer responsibilities include gathering user requirements, defining system functionality and writing code in various languages, like Java, Ruby on Rails, Python, SQL or .NET programming languages (e.g. C++ or JScript.NET.). Our ideal candidates are familiar with the software development life cycle (SDLC) from preliminary system analysis to tests and deployment. Ultimately, the role of the Software Engineer is to build high-quality, innovative, and fully performing software that complies with coding standards and technical design. Responsibilities Execute full software development life cycle (SDLC) Develop flowcharts, layouts, and documentation to identify requirements and solutions Write well-designed, testable code Produce specifications and determine operational feasibility Integrate software components into a fully functional software system Develop software verification plans and quality assurance procedures Document and maintain software functionality Troubleshoot, debug and upgrade existing systems Deploy programs and evaluate user feedback Comply with project plans and industry standards Ensure software is updated with latest features Skills Proven work experience as a Software Engineer or Software Developer Experience designing interactive applications Ability to develop software in Java, Ruby on Rails, C++, or other programming languages Excellent knowledge of relational databases, SQL and ORM technologies (JPA2, Hibernate) Experience developing web applications using at least one popular web framework (JSF, Wicket, GWT, Spring MVC) Applicants must be authorized to work for ANY employer in the U.S. We are unable to sponsor or take over sponsorship of an employment Visa at this time. Experience with test-driven development Proficiency in software engineering tools Ability to document requirements and specifications BSc degree in Computer Science, Engineering or relevant field Job Type: Full-time Applicants must be authorized to work for ANY employer in the U.S. We are unable to sponsor or take over sponsorship of an employment Visa at this time. Job Type: Full-time Pay: $53,112.42 - $110,820.08 per year Benefits: 401(k) 401(k) matching Dental insurance Health insurance Health savings account Life insurance Paid time off Vision insurance Schedule: Monday to Friday Education: Bachelor's (Required) Ability to Commute: Mission, KS 66202 (Required) Work Location: In person","https://www.indeed.com/rc/clk?jk=7288056b1daadead&bb=3O82POBeUphUY5u-tecTQhBCg1Z4xy-bn9RmjvjSu8DUSLoYDgbJQ5zKPE0yj0arpdlapDdvhhQ3TtkrWmlgPYGyQkhec_gtoWpjt6uw_4V1QDG4RGJml7SbqQogxhnedj3w6hefIE17bNqYwAg1sg%3D%3D&xkcb=SoCc67M3uH6hX_XzUR0NbzkdCdPP&fccid=0b9050390842f1c8&cmp=Spark-Change%2C-LLC&ti=Software+Engineer&vjs=3"
"","","","","Company Description  AG Technologies was founded as a software solutions company in 2008 & has its corporate headquarters at Chesterfield, Missouri with branches within the US and India. Over the years the organization has expanded into various market segments & activities including 'Consultancy services' of technical personnel in large and multi-national organizations. Over the last five years, our client base of Fortune 100 companies has expanded dramatically  Job Description  Skills :C++,SQL,Oracle  Qualifications  Master of Computer Science /MIS/ECE/EE  Additional Information  Further Information please contact to 214-295-4212","https://www.indeed.com/rc/clk?jk=44a2a7e70ff46aac&bb=3O82POBeUphUY5u-tecTQpYhTLic3z8Ectbbqd3nO1NO3CH8eTejewbleCUpNdgFou3XdtJaBCo88lOPiY04ig_ke7x5wdcEKG3MR1ylRr4pUuEjVght-Kqi00RLOwRQ5yx9TiljlN6sG2u54CCDzw%3D%3D&xkcb=SoAo67M3uH6hX_XzUR0MbzkdCdPP&fccid=3d8f40897a299d79&vjs=3"
"","","","","Digital Foundry has been a pioneer in digital innovation for over 25 years. We specialize in partnering with Fortune 500 companies to plan, design, and build cutting-edge digital products. Our portfolio includes custom mobile apps, responsive websites, Web 3.0 interactions, user experiences, connected hardware, IoT solutions, and comprehensive platforms that enhance both customer-facing products and internal operations tools.  We are currently seeking a Software Engineer Associate to join our technology group in creating cutting-edge software solutions for our clients. Key Responsibilities: Work in a collaborative, team-centric environment utilizing agile principles Deliver high-quality solutions across multiple industries Collaborate with team to build software solutions where the problem is often ill defined Work on a variety of projects ranging in both size and scope Test your code and review the code of others Receive mentorship and accelerated learning Learn and adapt to new, complex development environments Minimum Requirements: BS in Computer Science OR relevant work experience Proficiency in one or more of the following: C#, Java, Javascript, Golang, Python, and CSS Work authorization in the U.S. which does not require sponsorship by the employer for a visa. Why Join Us? Competitive Compensation: Digital Foundry offers a comprehensive compensation and benefits package, including a competitive salary, performance bonuses, medical, dental, and vision benefits, and a matching 401(k) retirement program. Work-Life Balance: Enjoy up to three weeks of time off in your first year, along with a supportive work environment. Innovative Culture: Our team comprises diverse, intelligent, and fun individuals who are passionate about pushing the boundaries of innovation. Compensation Compensation at Digital Foundry varies based on factors such as location, role, skill, and experience. In compliance with California law, Digital Foundry provides a reasonable target base salary range of $75k - $83k. Location: Our office is located in Tiburon CA, a short drive or ferry ride from San Francisco. We are looking for candidates willing to work full-time from the office.  Thank you for your interest in Digital Foundry. We look forward to hearing from you! Digital Foundry, Inc. is an equal opportunity employer that is dedicated to a policy of non discrimination in employment and does not discriminate in hiring or employment on the basis of race, religion, creed, color, sex, sexual orientation, age, national origin, ancestry, mental or physical handicap, disability, or veteran status. gez6oyAPTZ","https://www.indeed.com/rc/clk?jk=487617308570f6f2&bb=3O82POBeUphUY5u-tecTQhcBOZq_ymm0V5Zt_h5CaoGjKlQa2J4nav-gBry3p1a1GSftqVmcHXbUWk4s4KlEX_-ypL9vH_TlZt-hqj1_059b86y_AyzutAcIPR9aWnPHCiZpJxJ_lQzwvVhtttRJCA%3D%3D&xkcb=SoDB67M3uH6hX_XzUR0DbzkdCdPP&fccid=81d6feff86debee6&vjs=3"
"","","","","ETC, a global leader in the rigging, entertainment, and architectural lighting industry is growing! We are looking for Software Engineers to join our R&D team. If you have a Technical Bachelor's degree preferably in Computer Science or Computer Engineering, a passion for creativity, and to work on the most cutting edge technologies then ETC is the place for you! Check out ETC's amazing benefits that come with joining the team: Casual work environment that lets you dress comfortably everyday Health benefits and PTO starting on day one Retirement plans, including 401k, Roth, Employee Stock Ownership Program (100% employee owned) Get rewarded with Quarterly Bonuses! Apply with ETC and come have fun and money with us!","https://www.indeed.com/rc/clk?jk=ee2de57d4d2ec67b&bb=3O82POBeUphUY5u-tecTQnYqES2bvgziHiqRD6z6Txw6PTD6fDyHfGoz0AtWS8YD-w5vr7CiJKyYof_eTcX_h0INkKBIBCx64dxpegXda3-ra8VhR3pG-EQ6Q_TeNa9a8PbUGrYONq5VhzJD9_7ZPQ%3D%3D&xkcb=SoB167M3uH6hX_XzUR0CbzkdCdPP&fccid=6b7cfd09722d2164&vjs=3"
"","","","","Who We Are Metrix is the preferred supplier of industrial condition monitoring systems to many of the world’s leading manufacturers and users of cooling towers, gas turbines, reciprocating compressors, and other rotating and reciprocating machinery. With headquarters in Houston, Texas, we operate in more than 40 countries via factory-direct sales and service professionals, along with a strategic network of instrumentation partners. We pioneered the concept of simple, affordable machinery protection with our seismic measurement technology. Initially focused on geophysical exploration, this technology also found abundant applications for vibration measurements on industrial machines and has been our focus for 50 years. Your Role The Software Engineer is part of the Houston based Engineering team, responsible for a combination of sustaining activities and engineering projects, including new product development. The Software Engineer will be responsible for a variety of engineering initiatives in designing, planning, and testing of software for company produced systems. The engineer may assist with customer and in-house training and project coordination, as well as periodic support for other Software Engineers within the group. The position will also focus on software support and projects for our new China operations, which will require occasional off hour meetings. Hybrid work from office and schedule will provide flexibility for China off hour support. Responsibilities: Designing, coding, and testing software applications based on user requirements. Collaborating with cross-functional teams to analyze and understand software requirements. Developing high-quality, efficient, and scalable code using programming languages and frameworks. Troubleshooting and debugging software issues and providing timely resolutions. Conducting system and software performance testing and making recommendations for improvements. Participating in code reviews to ensure adherence to coding standards and best practices. Maintaining and enhancing existing software systems. Keeping up to date with emerging technologies and industry trends to drive innovation. Review, develop, and prepare project documentation following standards, practices, and use of engineering tools as recommended by governing department. Qualifications: Education & Experience: Bachelor's degree in computer science, software engineering, or a related field (or equivalent work experience). Three (3) years of Software Engineering required. Proficiency in one or more programming languages (such as C#, C++, Python, etc.). Familiarity with software development methodologies (such as Agile, Scrum, etc.). Experience with software development tools and frameworks (such as Git, IDEs, etc.). Competencies: Strong problem-solving and analytical skills. Excellent communication and teamwork abilities. Attention to detail and a commitment to producing high-quality work. ______________________________________________________________________________  We offer a generous compensation package that offers: Competitive salary 401(k) Health, vision, and dental insurance Health Savings Accounts Employee Assistance Program Educational Reimbursement Competitive paid time off program  Privacy We are committed to the protection and promotion of your privacy. In connection with your application for employment with us at Metrix, please click on this link to view our Applicant Privacy Notice. (metrixvibration.com)  Metrix is an Equal Opportunity Employer. Employment decisions are made without regard to race, color, religion, national or ethnic origin, sex, sexual orientation, gender identity or expression, age, disability, protected veteran status or other characteristics protected by law. Equal Opportunity Employer/Protected Veterans/Individuals with Disabilities This employer is required to notify all applicants of their rights pursuant to federal employment laws. For further information, please review the Know Your Rights notice from the Department of Labor.","https://www.indeed.com/rc/clk?jk=2441cd4c4784900d&bb=3O82POBeUphUY5u-tecTQlZRQLMO3ciQz6ho-rMBLly7x3rfCrT9MQKYxMJw1ezYIKrsK6C8B0XshkdmR2d2mWEGj4VnqeYxziPEijUyfu_EMchW6uCORtGf3cTihsZjY8TeDufYB-PTFGrCnhtx2Q%3D%3D&xkcb=SoDo67M3uH6hX_XzUR0BbzkdCdPP&fccid=61c3eb6ca313243b&vjs=3"
"","","","","Software Engineer @ Anatomy Financial Anatomy is on a mission to automate financial operations for healthcare and enable providers to focus on quality patient care. Financial operations in healthcare are unique. Anatomy uses the latest advancements in AI and fintech to create seamless solutions purpose-built for healthcare organizations. Anatomy is a fast-growing, venture-backed business based in the Bay Area and backed by leading investors including Lightspeed, Canapi, Meridian Street Capital, and Live Oak Bank. The Role As an ambitious member of a growing team, you will play an important role in shaping the product as we build Anatomy. We are looking for a highly intelligent, humble, curious, and detail oriented person who loves solving problems with code. We are looking for an engineer excited about a wide range of work dealing with technical problems across the breadth of our backend services and infrastructure. What You’ll Do Write clean, maintainable, and scalable code. Contribute to the system design of new product features. Contribute to the architecture and design of the product. Help develop a strong engineering culture and high quality development and testing practices. Contribute to the definition, implementation, and evolution of the technical architecture. Experience and Attributes you’ll bring Must love coding and solving problems with code. Elegant design of systems, data structures, and software. Expertise in Python. Your code reflects the Zen of Python. Demonstrated success at building distributed systems that are scalable, easy to understand, and maintainable Bonus: Expertise in healthcare or fintech. Bonus: Infrastructure experience with AWS or GCP Bonus: Expertise with Terraform and IaaC Bonus: Expertise with NLP, Machine Learning, LLM Anatomy Financial strives to create a safe, inclusive, and rewarding environment. We are committed to building diverse teams and strongly encourage people from underrepresented groups, including but not limited to women, people of color, LGBTQIA+ individuals, people with disabilities, members of ethnic minorities, foreign-born residents, and veterans to apply. Anatomy is an equal opportunity employer. Applicants will not be discriminated against because of race, color, creed, sex, sexual orientation, gender identity, gender expression, age, religion, national origin, citizenship status, disability, ancestry, marital status, veteran status, medical condition or any protected category prohibited by local, state or federal laws.","https://www.indeed.com/rc/clk?jk=a092e0290cfe09fa&bb=3O82POBeUphUY5u-tecTQty6bINjwK3ejeiVFIjRv1RJhLgsqPYC4lCUBR6IYBy19zFpWJa6eE6YNhdxTe42b2J90kcrSxRRsViZPvyESXP9qTt6hAHHMzLCPfXqtj0eU_LgV8rQGGRckfHzbuQ7Rg%3D%3D&xkcb=SoBc67M3uH6hX_XzUR0AbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3"
